video_id,channel_id,published_date,category_name,duration,tags,description,on_trending_date,off_trending_date,on_rank,off_rank,on_views,off_views,on_likes,off_likes,on_dislikes,off_dislikes,on_comments,off_comments,on_channel_subscribers,off_channel_subscribers,on_channel_total_views,off_channel_total_views,on_channel_total_videos,off_channel_total_videos
VySiX,CHOHM2N,2021-04-03,Entertainment,PT3M7S,아는 형님|형님|형님 학교|브레이브걸스|민영|유정|은지|유나|선공개|하이힐|무대|브걸무대|쁘걸무대|띵곡|위문공연|메보좌|꼬북좌|왕눈좌|단발좌|역주행|역주행신화|우정|밀보드|롤린|Rollin|쁘걸|브브걸|아는형님선공개|아는형님274회선공개|아형274회선공개|예능|슈퍼주니어|버즈|Knowing bros|Knowing brother|MINYOUNG|YUJEONG|EUNJI|YUNA|Brave Girls|min kyung hoon|kim hee chul|kang ho dong|seo jang hoon|lee soo geun|kim young chul|lee sang min|buzz|superjunior,[선공개] 롤린만큼 〈(^-^)〉 〈(^-^)〉 띵곡 브레이브걸스의 '하이힐'♬ 무대👠#아는형님 #브레이브걸스 #하이힐오늘 밤 9시 〈아는 형님〉에서 만나요,2021-04-04,2021-04-07,4,25,1029223,2266265,21740,38552,242,504,1821,2881,1550000,1560000,504562954,513016335,770,773
VyTci,CHYC3ZZ,2021-04-05,Entertainment,PT6M6S,브레이브걸스|쁘걸|bravegirls|용감한 형제|용감한형제 인터뷰|꼬북좌|유정|메보좌|민영|유나|은지|왕눈좌|나혼자산다|나혼자산다 용감한형제|용형|롤린|브레이브걸스 롤린,역주행의 신화' 브레이브걸스를 키운 용감한 형제의 미공개 인터뷰 전격 공개! 가까이서 지켜본 브레이브 걸스의 모든 것과 이목이 집중된 신곡 관련 따끈따끈한 뉴스 공개!!#브레이브걸스 #용감한형제 #단독인터뷰,2021-04-07,2021-04-08,10,34,122675,162608,4249,4690,30,35,881,966,99900,100000,12964618,13061484,93,93
VyUYg,CHZ0dIs,2021-07-21,Comedy,PT32M1S,어몽어스애니메이션|어몽어스애니|어몽어스좀비|VR좀비|쎌레임|설레임|사이다툰|among us animation|among us zombie|어몽어스SCP|SCP Animation|SCP애니|어몽애니,"어몽어스 애니메이션 VR좀비(SCP) 시즌2 몰아보기 파트2 입니다.더 쩌는 시즌3이자 새로운 시작, ???편으로 돌아오겠습니다.사랑합미다!!Have fun watching!문의 : ssuleim@naver.com총 제작 : 썰레임더빙 : 썰레임,릴리로즈(핑크역)***본 영상을 상업적 이용, 무단 배포 등 불법적으로 이용할 경우 저작권법 및 관계법령에 따른 책임을 질 수 있습니다. **** 본 영상은 BGM은 BGM팩토리 사이트에서 라이센스 구매 후 사용하였습니다.위 영상은 한국 SCP 위키에서 발췌한 내용이 포함돼있습니다.출처 - http://ko.scp-wiki.net/CC BY-SA",2021-07-23,2021-07-25,18,48,148769,186922,2654,2890,64,80,985,1100,148000,148000,41358148,41541875,40,40
VyUkf,CHUyr50,2021-06-17,People & Blogs,PT12M28S,백현|baekhyun|슬라임|슬라임ASMR|ASMR|asmr,"안녕하세요! 주인장 백현입니다요 ! 별 탈 없이 잘 지내고 계신지요 ! 오늘은 슬라임을 좀 제가 만들어 봤어요 .....아니...네.. 만들..기만했어요.. 근데 이게 ASMR을 해드려야 하는데 너무 시끄..럽죠 ? 그게 또 큥튜브의 매력이라고 생각합니다 ^^ 이거 듣고.. 주무.. 시진 못하겠지만 낮에 ! 아님 일어났을 때 기분전환 겸 영상을 시청해 주세요 ! 오늘도 좋은 하루 보내시고요 ! 큥튜브는 꾸준히 업데이트될 예정이니까요, 많이 많이 시청해 주시고 많은 사랑과 관심 부탁드릴게요 ! 그럼 주인장은 이만...물러갑니다...춍춍춍Hello! It’s your host BAEKHYUN! Are you all doing fine! Today I made some slime…. Hmm… yeah… I literally just made it… It’s supposed to be ASMR but it’s too noisy right? But that’s the charm of 큥Tube ^^ You wouldn’t be able to fall asleep while listening to this… but please watch this at daytime! Or when you wake up to cheer yourself up! I hope you have a nice day today! 큥Tube will be uploaded steadily, so please come and watch and send lots of love! I'll be off for now then…*Hops away*#백현 #BAEKHYUN #슬라임ASMR#슬라임 #ASMR",2021-06-19,2021-06-19,22,22,734597,734597,194346,194346,308,308,22375,22375,3530000,3530000,45728108,45728108,18,18
VyXvr,CHkxbPw,2021-04-14,Entertainment,PT5M58S,홍진경|홍진경채널|홍진경 유튜브|공부왕찐천재 홍진경|공부왕찐천재|홍진경 공부|홍진경 공부준비|홍진경 스터디윗미|홍진경 라이브|홍진경 스터디|홍진경 제삿상|홍진경 투다리|홍진경 안주|홍진경 갤럭시|홍진경 PPL|홍진경 공부법|공부할때|공부잘되는|공부할때 BGM|학원추천|인강추천|홍진경 공부스케줄|홍진경 떡상|공부ASMR|스터디윗미 라이브|홍진경 딸|홍진경 집공개|홍진경 공부하는법|홍진경 영어|영어단어|시험잘보는|공부브이로그|공부자극|공부꿀팁|스터디윗미|공부라이브|공부 같이 해요|hong jin kyung|라이브스트리밍|공부 브이로그|공부잘하는|그리|남창희|10만 공약|구독자 애칭|실버버튼|유럽춤|홍진경 로봇춤|홍진경 구독|홍진경 레전드|홍진경 무한도전|홍진경 레전드짤|홍진경 웃긴짤|홍진경 예능|여자예능인|웃긴짤|웃긴 방송|페이크다큐|홍진경 옷|홍진경패션,그냥 평범하게 여유롭게공부만 하고싶어요..스케줄에 쫓기는 삶 지치네요..#홍진경 #공부왕찐천재 #공부준비─────────────*갤럭시탭 S7|S7+ 더 알아보기: https://bit.ly/3uiZwb1*학생들은 여기 참고! 갤럭시 캠퍼스 스토어 : https://www.samsung.com/sec/galaxycampus/*본 영상은 유료광고를 포함하고 있습니다,2021-04-16,2021-04-16,29,29,329604,329604,10507,10507,83,83,1366,1366,293000,293000,13481082,13481082,25,25
VyY13,CHYDmx2,2021-06-01,Music,PT4M8S,Kpop|1theK|Starshiptv|starship|loen|로엔|뮤비|티져|MV|Teaser|Dance practice|신곡|new|song|한류|idol|hallyu|ロエン|ミュージック|ミュージックビデオ|アイドル|韓流|韓国|아이돌|reality|몬채널|MONCHANNEL|MON-CHANNEL|making film|behind|MONSTA X|MONSTA-X|몬스타엑스|몬엑|MX|DRAMARAMA|THE CODE|더코드|드라마라마|몬스타엑스 드라마라마|걸어|THE CLAN|ALL IN|셔누|형원|기현|민혁|주헌|아이엠|SHOWNU|HYUNGWON|KIHYUN|MINHYUK|JOOHEON|JOOHONEY|IM|one of a kind|gambler|겜블러|미니앨범|mini,Spotify- https://open.spotify.com/album/2Zuovdo5g1RhfbHniwZ8yI?si=m6yHXw1ZRMKM9vghzwVt0QApple Music- https://music.apple.com/dm/album/one-of-a-kind/1569427025Amazon Music - https://music.amazon.com/albums/B095XFS4ZK Youtube Music- https://music.youtube.com/playlist?list=OLAK5uy_nLKsvtb8ZuoM8aTPNlSe9Ao2tIuFadUbATidal- https://tidal.com/browse/album/185552475 ▶More informationMONSTA X Official Fan cafe : http://cafe.daum.net/monsta-xMONSTA X Official Twitter : http://www.twitter.com/OfficialMonstaXMONSTA X Official Facebook : http://www.facebook.com/OfficialMonstaXMONSTA X Official Instagram : https://www.instagram.com/official_monsta_xMONSTA X Official Weibo : http://www.weibo.com/monstax#MONSTAX #몬스타엑스 #MONBEBE #GAMBLER,2021-06-03,2021-06-04,25,38,14205488,20019205,374667,404492,1932,2180,89068,107780,4740000,4740000,2681999668,2690403011,1894,1896
VyafL,CHFipx4,2021-05-26,Music,PT5M7S,희철|신동|heechul|shindong|reaction|mv reaction|music video reaction|리액션|뮤비 리액션|뮤직비디오 리액션|aespa|next level|에스파|넥스트 레벨|슈퍼주니어|super junior,SUPER JUNIOR HEECHUL & SHINDONG Reaction | aespa 'Next Level' MV⚔️'Next Level' MV: https://youtu.be/4TWR90KJl84SUPER JUNIOR Officialhttp://www.youtube.com/SUPERJUNIORhttp://www.facebook.com/superjuniorhttp://www.instagram.com/superjuniorhttp://www.twitter.com/sjofficial#SUPERJUNIOR​​​​ #Reaction #NextLevel​ #HEECHUL #SHINDONG #aespa #슈퍼주니어 #희철 #신동 #에스파,2021-05-27,2021-05-29,19,32,477059,696775,45894,57577,281,382,1547,1714,2070000,2070000,36315897,36607343,177,178
Vyalb,CHEwOn7,2021-06-09,Entertainment,PT4M18S,플렉스|flex|100만원|500만원|기부|영앤리치|프로포즈 게임|펀딩,"안녕하세요, 발명! 쓰레기걸입니다.오늘은 아주 자극적이고 끔찍한 방법으로 500만원을 탕진해보았습니다..저희는 이미 중독되어버렸는지도 모르겠네요..키킥*프로포즈 게임 총 펀딩 금액 중에서, 발명! 쓰레기걸 확장판의 매출 금액은 4575만원이었습니다! 저희는 그 금액의 일부인 500만원을 받게 되었습니다. 😄👏👏프로포즈 영상을 재미있게 봐주신 구독자 여러분, 그리고 게임을 구매해주신 구독자분들 정말 감사합니다!!🎵BGMBest Dark Horror Scary Background Music- Royalty Free and Non CopyrightedSuspense Background Music No Copyright - Mystery Music No Copyright안녕, 쓰레기 - 문학소녀, 발명! 쓰레기걸自宅にて - kkReady to Nap - 브금대통령tido kang - 어린시절막장 드라마 브금 - 변정수응답하라, 나의 소녀시대 - 브금대통령",2021-06-11,2021-06-13,14,50,337225,511089,23261,27929,105,173,2107,2358,312000,314000,32263681,32758269,20,20
VyfAq,CHrhH1d,2021-03-31,Entertainment,PT5M31S,브레이브엔터테인먼트|Braveentertainment|용감한형제|Bravebrother|Bravesound|브레이브걸스|BRAVE GIRLS|Rollin|롤린|운전만해|We Ride|1위|음방1위|민영|유정|은지|유나,[ official Site ]Brave        http://bravesound.comTwitter       http://twitter.com/bravesound_facebook   http://www.facebook.com/BraveEntertainmentInstagram  http://instagram.com/braveent_officialTVcast       http://tvcast.naver.com/bravesound#Bravegirls #Rollin #BG_CLIP#브레이브걸스 #롤린 #피어레스 #FEARLESS,2021-04-02,2021-04-02,24,24,142141,142141,10235,10235,37,37,1376,1376,273000,273000,72244913,72244913,425,425
Vyi_k,CHzRDCw,2021-05-16,People & Blogs,PT12M20S,핫소스|웃긴영상|예능|유머|장난|몰래카메라|시트콤|보물섬|핫소스 김선응|핫소스 송형주|핫소스 시트콤|hidden cam|나만 먹었어? 다 같이 먹었잖아! x발!│(할)머니 게임 최종화|머니게임|진용진|핫소스 머니게임,#핫소스 #웃긴영상 #시트콤음뫄!핫소스!나만 먹었어? 다 같이 먹었잖아! x발!│(할)머니 게임 최종화좋아요&구독&알람설정!인스타주소@apnalchangchangkimseoneung 김선응@hyoja94 송형주,2021-05-18,2021-05-20,23,49,814164,1005186,14905,15940,344,431,2329,2477,659000,662000,363519237,368072924,425,426
Vyiut,CHghP93,2021-06-08,Comedy,PT14M58S,디바걸스|디바제니|디바제시카,"유튜버 ‘디바제시카’와 ‘디바제니’ 친자매의 현실예능!코디, 먹방, 뷰티, 일상,하울, 걸스토크, 리액션, 상황극.. 우린 그냥 다해~* 비지니스 문의: jbsnetwork7@gmail.com",2021-06-10,2021-06-10,35,35,193063,193063,5104,5104,133,133,721,721,413000,413000,197271150,197271150,299,299
Vyiv3,CHuFGPh,2021-06-01,Howto & Style,PT10M11S,김소형|김소형원장|한의학|한방차|한방|본초|한의사|김소형한의사|동의보감|채널H|chh|마늘장아찌h|햇마늘h|햇마늘장아찌h|마늘h,"초여름 햇마늘을 1년 내내 즐기는 마늘장아찌를 만들어봅시다! 마늘의 열성을 보완하고 혈관청소부 마늘의 영양을 그대로 먹는 김소형 원장만의 꿀팁도 공개합니다!재료: 햇마늘 반접 (깐마늘 2kg), [1컵=250ml 기준] 물 2컵, 식초 2컵, 설탕 2컵, 양조간장 반컵, 천일염 6T, 소주 3컵, 구기자 10~20g1.마늘 껍질을 까고 꼭지는 남기고 깨끗이 씻어 물기를 말린다.2.물 2컵, 설탕 2컵, 양조간장 반컵, 천일염 6T, 구기자 10-20g를 넣고 촛물을 끓인다.3.촛물이 끓어오를 때 구기자 10-20g을 넣고 5분 정도 더 끓인다.4.촛물을 한김 식힌 후 식초 2컵을 넣어준다.5.열탕소독한 유리병에 마늘을 차곡차곡 담는다.6.마늘 담은 병에 식힌 촛물과 소주 3컵을 부은 후 밀봉하고 그늘진 실온에 보관한다. 7.3-4일 후 촛물만 따라서 팔팔 끓이고, 식힌 후 마늘에 다시 부어준다.8.밀봉 후 그늘지고 서늘한 곳에 보관한다. (냉장보관도 가능)▶ 좀 더 알고 싶다면? 심장 혈관에 좋은 꿀마늘 만들기 https://youtu.be/sT5PNAdFkZA---------------------------------------------------------------------------------▶ 김소형 채널H 블로그 https://blog.naver.com/channel__h▶ 김소형 채널H 포스트 https://post.naver.com/channel__h▶ 김소형 채널H 인스타그램 https://www.instagram.com/oldmiko_dr.sh_/---------------------------------------------------------------------------------[알립니다]1. 공공의 건강 정보를 나누는 공간이므로 개인적인 건강 및 질환 상담, 약물, 제품 추천 등 일부 질문에는 답변 드릴 수 없음을 양해해 주시기 바랍니다.2. 진료 도중 틈틈이 답변을 작성하고 있습니다만, 모든 질문에 답변을 드리지 못해 안타깝습니다. 좀 오래 걸리더라도 답변해드릴 수 있는 항목에 대해서는 최대한 답변해드리려고 합니다.3. 채널H를 사랑해주시는 많은 분들을 위해 욕설, 분란을 일으킬 수 있거나 선정적인 글 등 불쾌감을 유발하는 댓글은 삭제될 수 있습니다.* 채널H의 영상은 객관적 건강 정보와 관련 연구 결과를 토대로 기획, 제작되었으므로 보시는 분의 연령, 체질, 가족력, 기왕력 등 개인적 특성에 따라 정보의 적용이 달라질 수 있습니다. 개인에게 적용되는 구체적 정보는 건강 상태를 잘 알고 있는 주치의, 전문가와 상담으로 얻으실 수 있습니다.",2021-06-03,2021-06-05,4,16,214746,410781,6672,10226,110,216,198,389,786000,790000,130300773,131046596,690,692
VyjAq,CHfq4V1,2021-05-02,News & Politics,PT2M13S,CCTV|경찰|절박,"경찰이 놓친 CCTV 영상…절박했던 가족들이 찾았다처음 출동 당시 경찰은 CCTV가 고장나서 실종 여성이 찍힌 영상을 찾을 수 없다고 했습니다. 하지만 절박했던 가족들이 직접 CCTV를 확인했고 경찰이 못 찾은 여성의 모습을, 찾아냈습니다. 재차 찾아간 가족들에게 경찰이 한 대답. “다른 사건이 많으니 이해해달라.” 그렇다면 경찰의 존재 이유는 무엇이며 시민들은 누구를 믿어야 하는 건지 계속해서 서채리 기자입니다.○ 기사 보기http://www.ichannela.com/news/main/news_detailPage.do?publishId=000000248316▶채널A뉴스 구독https://www.youtube.com/tvchanews?sub_confirmation=1[채널A 뉴스·시사 프로그램 방송시간]〈평일〉09시 20분 김진의 돌직구 쇼12시 00분 뉴스A 라이브17시 20분 뉴스TOP1019시 00분 뉴스A〈주말〉12시 10분 토요랭킹쇼·뉴스A 라이브19시 00분 뉴스A#채널A뉴스 #뉴스A #cctv▷ 홈페이지 http://www.ichannela.com/news/main/news_main.do▷ 페이스북 https://www.facebook.com/channelanews▷ 카카오스토리 https://story.kakao.com/ch/channelanews",2021-05-04,2021-05-05,11,27,980873,1279115,7731,10167,283,350,4479,5503,1120000,1120000,1296819388,1298659156,57828,57851
VyjDS,CHyozK5,2021-07-02,Entertainment,PT17M32S,,"💗⬇⬇⬇더 보기를 눌러주세요💗벌써 입대한지 10년이 되었네요 ㅎㅎ시간은 참 빠르고 그 안에서 여전히 함께하게 된 사람은 매우 적어지는 것 같습니다.오늘은 여전한 그 사람들과 함께 행복한 시간을 보냈습니다. 이제 모두 유부남이라 앞으로 또 어떻게 만날 수 있을지는 잘 모르겠지만, 그 또한 여전하길 바랄뿐이죠 ㅎㅎ편백찜기는 네이버에 검색하시면 가격대별로 다양한 제품들이 있습니다.관리도 까다롭고 비싸고 무겁지만, 먹는 동안은 행복하더라고요.특히 겨울에 더 빛을 발할 것 같습니다.촬영을 몇달 전에 해서 좀 더워보이네요 ㅎㅎ#3단편백찜 #에그인헬 #해물라면   💎요남 굿즈 페이지 https://yonam.net🎓취미로 요리하는 남자의 온라인 수비드 강의 https://class101.app/e/Yonam-class📸인스타그램https://www.instagram.com/yonamism/🖥페이스북https://www.facebook.com/yonamism📌자주 묻는 질문 QnA영상https://www.youtube.com/watch?v=AoicwJ1zvPU-이 음악은 멜론에 없을 수 있습니다. 유튜브 혹은 에피데믹사운드에 검색하세요-Christmas Morning Cartoons - DJ DENZ The RoosterTime is Ours - Iso IndiesDrinking on Your Own - Flux VortexStay W_ Me - RaccyMarches - Tigerblood JewelPimp My Pride - AesymeOcean Breeze (Westside) - King SisDreams Are Gone - Gloria TellsTomorrow - Jimmy Wahlsteen🔔제가 사용하는 제품정보.🍳조리도구넓은 월넛 나무 상판 - 도마용 본드를 사용해 직접 집성해 만들었습니다.도마 - heters 엔드그레인황동월넛팔각도마 - yonam.net 자체제작칼 - Chroma type301 10인치 쉐프나이프 칼 - Chroma type301 8인치 카빙나이프 수비드머신 - 아노바나노, Joule 230v, 수비드수프림 9L 블랙, 11L 스텐진공머신 - foodSaver, 위즈웰진공팩 - foodsaver감자 슬라이서 – GEFU스탠팬 - 플래티나 검정팬 - 에지리 양면코팅 검정웍 - 에지리 양면코팅 뚜껑포함 궁중팬 코팅팬 - 엑스칼리버 하트만 버너 - 파워플레이트 NO3 집게 - yonam.net 자체제작가위 - 토리베 랍스터가위 - JS다이닝스페츌러 - 토볼로사시미 - 무네카게 키리츠케 , 우마노스케 청일강 키리츠케 330페스트리 챠퍼 – 우든스끼바커트러리 - 큐티폴고아 후추그라인더 - adhoc 페퍼밀 강판 - 마이크로플레인 마스터 제스터핸드블렌더 - 바믹스칼가방- JS다이닝🚐캠핑장비아이스박스 - 이백쿨러 카고백 - 버팔로랜턴 - 녹턴랜턴 - 루미에르캠핑 테이블 - 스노우피크 IGT테이블 커스텀 (파츠별로 골라서 조립하는 시스템입니다.)캠핑 높낮이 조절 그릴  - 스노우피크 리프트업그릴캠핑 바비큐박스 – 우드앤번 모델 구매 후 스텐판 자체제작 등 개조해서 만들었습니다검정색 나무쟁반 - 블랙골드 우드박스접시 – 스푼센스 비스트로🎬편집성정화김시유#Yonam",2021-07-04,2021-07-06,17,48,461058,731421,7341,9934,90,153,797,959,1220000,1220000,96750574,97348075,66,66
